"Type","TG2ID","TherapeuticGrp2","District","YearDisp","NumDisps","NumPpl","NHIComp"
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2020,"55563","14715",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2020,"2409972","629260",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2021,"228279","58291",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2021,"266828","69100",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2021,"58327","15446",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2021,"135111","34926",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2021,"191921","48401",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2021,"208874","55118",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2021,"290471","74905",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2021,"40249","10460",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2021,"69231","17716",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2021,"39899","10333",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2021,"133210","34282",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2021,"117159","30379",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2021,"95664","24700",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2021,"299183","78609",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2021,"77292","19867",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2021,"27877","7332",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2021,"87472","22551",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2021,"109512","27638",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2021,"31206","7976",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2021,"21773","5508",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2021,"2529538","653538",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2022,"90867","23173",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2022,"304525","78237",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2022,"237291","60774",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2022,"140564","35941",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2022,"78827","20089",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2022,"197628","49749",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2022,"218960","57511",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2022,"138046","35162",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2022,"99473","25638",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2022,"314654","82697",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2022,"282053","72498",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2022,"113168","28256",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2022,"60042","15909",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2022,"70897","18190",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2022,"120534","31464",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2022,"41491","10721",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2022,"28579","7507",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2022,"32419","8252",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2022,"22431","5686",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2022,"41456","10701",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2022,"2633905","678155",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2023,"247015","63495",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2023,"43237","11107",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2023,"323152","83045",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2023,"205259","51662",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2023,"43216","11161",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2023,"334391","87561",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2023,"23354","6003",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2023,"300818","76964",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2023,"145842","36954",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2023,"63193","16587",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2023,"231916","60850",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2023,"126812","32761",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2023,"117386","29483",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2023,"74748","19102",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2023,"144678","37198",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2023,"104802","26712",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2023,"82069","20863",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2023,"95110","23913",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2023,"33866","8642",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2023,"29856","7708",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2023,"2770720","711771",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2024,"151848","38343",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2024,"123905","30456",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2024,"243914","63376",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2024,"344313","86826",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2024,"321140","81358",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2024,"79631","20036",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2024,"86064","21618",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2024,"259389","66215",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2024,"354822","91990",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2024,"44643","11320",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2024,"213615","53297",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2024,"153709","38589",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2024,"133252","34158",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2024,"108136","27495",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2024,"30399","7863",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2024,"98511","24625",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2024,"65562","17076",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2024,"24473","6240",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2024,"44791","11377",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2024,"35367","8965",100
"Initial dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2024,"2917484","741223",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2020,"65529","7634",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2020,"151259","19556",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2020,"205936","29125",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2020,"196870","23788",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2020,"506393","65163",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2020,"232416","33295",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2020,"359673","53551",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2020,"558454","76479",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2020,"367878","47091",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2020,"419925","56241",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2020,"206806","26705",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2020,"510786","72910",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2020,"248665","33697",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2020,"56084","7195",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2020,"121295","17014",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2020,"156765","21845",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2020,"71656","10161",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2020,"81225","9831",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2020,"40846","5302",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2020,"103929","14777",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2020,"4662390","631360",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2021,"415630","58537",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2021,"511526","69357",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2021,"103181","15526",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2021,"251118","35076",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2021,"358245","48559",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2021,"362522","55469",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2021,"514272","75251",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2021,"68552","10488",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2021,"113754","17771",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2021,"82348","10371",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2021,"235304","34441",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2021,"207217","30526",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2021,"204745","24823",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2021,"573666","79057",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2021,"150434","19974",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2021,"53352","7364",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2021,"166413","22626",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2021,"202811","27751",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2021,"69584","8031",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2021,"39087","5528",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2021,"4683761","656526",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2022,"189524","23297",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2022,"577056","78639",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2022,"495493","61067",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2022,"290758","36137",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2022,"169217","20217",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2022,"404737","49946",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2022,"407427","57917",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2022,"273008","35315",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2022,"232202","25761",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2022,"641094","83183",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2022,"599030","72813",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2022,"237058","28392",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2022,"120584","16006",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2022,"129474","18257",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2022,"232080","31639",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2022,"79410","10772",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2022,"64513","7548",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2022,"76952","8318",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2022,"45427","5723",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2022,"97027","10741",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2022,"5362071","681688",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2023,"408840","63783",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2023,"79124","11165",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2023,"501817","83354",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2023,"321611","51844",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2023,"67556","11207",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2023,"570600","87972",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2023,"35998","6019",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2023,"525634","77292",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2023,"222232","37107",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2023,"104129","16669",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2023,"351302","61155",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2023,"193617","32875",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2023,"197717","29621",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2023,"115656","19171",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2023,"241246","37362",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2023,"200104","26805",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2023,"143148","20984",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2023,"146628","23995",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2023,"73093","8698",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2023,"50896","7738",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2023,"4550948","714816",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Bay of Plenty",2024,"241156","38479",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","MidCentral",2024,"193048","30556",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Auckland",2024,"359320","63638",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waitemata",2024,"514969","87109",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Canterbury",2024,"532102","81585",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Taranaki",2024,"119079","20088",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hutt Valley",2024,"142090","21693",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Waikato",2024,"402799","66424",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Counties Manukau",2024,"590215","92307",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Whanganui",2024,"66254","11351",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Southern",2024,"315124","53433",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Capital & Coast",2024,"220337","38698",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Northland",2024,"195959","34251",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Hawke's Bay",2024,"201776","27580",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Tairawhiti",2024,"48591","7885",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Nelson Marlborough",2024,"145013","24689",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Lakes",2024,"104735","17155",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","West Coast",2024,"35097","6246",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","South Canterbury",2024,"75889","11411",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","Wairarapa",2024,"72735","9005",100
"Dispensings","707","Agents Affecting the Renin-Angiotensin System","New Zealand",2024,"4576288","743583",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2020,"8","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Capital & Coast",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2020,"27","10",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waitemata",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Counties Manukau",2020,"8","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Southern",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Bay of Plenty",2020,"6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","West Coast",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Taranaki",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Canterbury",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Hutt Valley",2020,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","New Zealand",2020,"67","27",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2021,"24","9",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Northland",2021,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Bay of Plenty",2021,"9","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2021,"7","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Auckland",2021,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Capital & Coast",2021,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Counties Manukau",2021,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Taranaki",2021,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","South Canterbury",2021,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","New Zealand",2021,"53","21",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","South Canterbury",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Bay of Plenty",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2022,"25","9",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Northland",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waitemata",2022,"12","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Hawke's Bay",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Auckland",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Whanganui",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Lakes",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Counties Manukau",2022,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","New Zealand",2022,"58","23",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Hawke's Bay",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2023,"23","11",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Counties Manukau",2023,"12","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waitemata",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Taranaki",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Nelson Marlborough",2023,"6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","South Canterbury",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Lakes",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Auckland",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Northland",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Bay of Plenty",2023,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","New Zealand",2023,"66","29",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Auckland",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Nelson Marlborough",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","South Canterbury",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2024,"22","11",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Counties Manukau",2024,"7","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Northland",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Waitemata",2024,"9","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Taranaki",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Hawke's Bay",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","Lakes",2024,"<6","<6",100
"Initial dispensings","3504","Agents Used in the Treatment of Poisonings","New Zealand",2024,"63","27",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2020,"22","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Capital & Coast",2020,"7","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2020,"57","10",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Waitemata",2020,"9","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Counties Manukau",2020,"12","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Southern",2020,"<6","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Bay of Plenty",2020,"7","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","West Coast",2020,"<6","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Taranaki",2020,"<6","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Canterbury",2020,"<6","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Hutt Valley",2020,"<6","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","New Zealand",2020,"127","27",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Waikato",2021,"49","10",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Northland",2021,"7","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Bay of Plenty",2021,"11","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","MidCentral",2021,"17","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Auckland",2021,"<6","<6",100
"Dispensings","3504","Agents Used in the Treatment of Poisonings","Capital & Coast",2021,"<6","<6",100
